movie_title,title_year,duration,content_rating,gross,budget,country,director_name,actor_main,director_facebook_likes,actor_main_facebook_likes,cast_total_facebook_likes,movie_facebook_likes,num_voted_users,facenumber_in_poster,imdb_score,Financial_Success
Midnight in the Garden of Good and Evil,1997,155,R,25078937,30000000,USA,Clint Eastwood,Kevin Spacey,15800,9000,9844.5,2500,15875.5,2,6.6,0
Nanny McPhee Returns,2010,109,PG,28995450,35000000,UK,Susanna White,Daniel Mays,100,1000,2500,2500,9615,5,6.1,0
Hoffa,1992,140,R,24276500,35000000,USA,Danny DeVito,Frank Whaley,100,1000,2500,237.25,8562,2,6.6,0
The X Files: I Want to Believe,2008,108,PG-13,20981633,30000000,USA,Chris Carter,Mitch Pileggi,100,1000,2500,2500,39128,0,5.9,0
Ella Enchanted,2004,96,PG,22913677,35000000,USA,Tommy O'Haver,Anne Hathaway,100,5500,8646,2500,23900,1,6.3,0
Concussion,2015,123,PG-13,34531832,35000000,UK,Peter Landesman,Will Smith,100,5000,6685.5,5750,22394,0,7.1,0
Abduction,2011,106,PG-13,28064226,35000000,USA,John Singleton,Ken Arnold,109,1000,2500,3250,32522,1,5,0
Valiant,2005,76,G,19447478,35000000,UK,Gary Chapman,Jim Broadbent,100,1000,2500,134.5,7894,0,5.6,0
Wonder Boys,2000,107,R,19389454,55000000,USA,Curtis Hanson,Robert Downey Jr.,100,10500,11487,2500,27321.5,5,7.4,0
Superhero Movie,2008,82,PG-13,25871834,35000000,USA,Craig Mazin,Drake Bell,100,1000,2500,2500,26026,6,4.5,0
Broken City,2013,109,R,19692608,35000000,USA,Allen Hughes,Alona Tal,100,1000,2500,2500,31774,3,6.2,0
Cursed,2005,99,PG-13,19294901,35000000,USA,Wes Craven,Shannon Elizabeth,100,1000,2500,2500,13063,0,5,0
Premium Rush,2012,91,PG-13,20275446,35000000,USA,David Koepp,Joseph Gordon-Levitt,100,11500,12334.5,5000,47637,0,6.5,0
Hot Pursuit,2015,87,PG-13,34507079,35000000,USA,Anne Fletcher,Jim Gaffigan,100,1000,2500,2500,17474,2,5.1,0
The Four Feathers,2002,125,PG-13,18306166,35000000,UK,Shekhar Kapur,Djimon Hounsou,100,1500,2500,2500,14065,2,6.5,0
Parker,2013,118,R,17609982,35000000,USA,Taylor Hackford,Jason Statham,100,13000,14239.5,4250,45023,0,6.2,0
Wimbledon,2004,98,PG-13,16831505,31000000,UK,Richard Loncraine,Kirsten Dunst,100,2000,4665,2500,25921,1,6.3,0
Furry Vengeance,2010,92,PG,17596256,35000000,USA,Roger Kumble,Brendan Fraser,100,1500,3163.5,2500,6199.5,1,3.8,0
Lions for Lambs,2007,92,R,14998070,35000000,USA,Robert Redford,Meryl Streep,100,5500,16437.5,2500,20585,3,6.2,0
Flight of the Intruder,1991,115,PG-13,14587732,35000000,USA,John Milius,Rosanna Arquette,268,1000,2500,2500,2397.5,3,5.7,0
Walk Hard: The Dewey Cox Story,2007,120,R,18317151,35000000,USA,Jake Kasdan,Tim Meadows,100,1000,2500,2500,27815,1,6.7,0
The Shipping News,2001,111,R,11405825,35000000,USA,Lasse Hallstr÷m,Kevin Spacey,329,9000,9902.5,2500,14271,3,6.8,0
American Outlaws,2001,94,PG-13,13264986,35000000,USA,Les Mayfield,Gregory Smith,100,1000,2500,2500,6038.5,2,6,0
The Young Victoria,2009,100,PG,10991381,35000000,UK,Jean-Marc VallΘe,Michiel Huisman,100,1000,2945,2500,22465.5,1,7.3,0
Whiteout,2009,101,R,10268846,35000000,USA,Dominic Sena,Tom Skerritt,100,1000,2500,2500,15959,1,5.5,0
The Tree of Life,2011,139,PG-13,13303319,32000000,USA,Terrence Malick,Brad Pitt,100,5500,6510.5,9750,68183.5,0,6.7,0
Knock Off,1998,91,R,10076136,35000000,Aruba,Hark Tsui,Paul Sorvino,100,1000,2500,2500,5756,0,4.8,0
Sabotage,2014,109,R,10499968,35000000,USA,David Ayer,Mireille Enos,253,1000,2500,2500,23749,3,5.7,0
The Order,2003,102,R,7659747,38000000,USA,Brian Helgeland,Heath Ledger,100,6500,7082.5,176,7481,1,5.1,0
Punisher: War Zone,2008,103,R,7948159,35000000,USA,Lexi Alexander,Julie Benz,100,1500,3281.5,2500,24499.5,1,6,0
Zoom,2006,83,PG,11631245,35000000,USA,Peter Hewitt,Kevin Zegers,100,1000,2511,2500,7507.5,5,4.2,0
The Walk,2015,123,PG,10137502,35000000,USA,Robert Zemeckis,Joseph Gordon-Levitt,100,11500,11515.5,6000,38697,0,7.4,0
Warriors of Virtue,1997,101,PG,6448817,35000000,USA,Ronny Yu,Marley Shelton,100,1000,2500,2500,1094.5,0,4.6,0
A Good Year,2006,117,PG-13,7458269,35000000,USA,Ridley Scott,Archie Panjabi,100,1000,2500,2250,35349,1,6.9,0
Radio Flyer,1992,114,PG-13,4651977,35000000,USA,Richard Donner,Adam Baldwin,303,1000,2500,223,5205,3,6.9,0
"Blood In, Blood Out",1993,330,R,4496583,35000000,USA,Taylor Hackford,Delroy Lindo,100,1000,2500,1500,11590.5,2,8,0
Smilla's Sense of Snow,1997,121,R,2221994,35000000,Denmark,Bille August,Jim Broadbent,100,1000,2500,140.25,5873.5,1,6.4,0
Femme Fatale,2002,114,R,6592103,35000000,France,Brian De Palma,Peter Coyote,100,1000,2500,168.75,14292,1,6.3,0
Ride with the Devil,1999,148,R,630779,35000000,USA,Ang Lee,Jeremy W. Auman,100,1000,2500,158.25,5550.5,0,6.8,0
The Maze Runner,2014,113,PG-13,102413606,34000000,USA,Wes Ball,Ki Hong Lee,300,2000,5000,38000,155451.5,0,6.8,1
Unfinished Business,2015,91,R,10214013,35000000,USA,Ken Scott,Tom Wilkinson,100,1000,2500,2500,11536,2,5.4,0
The Age of Innocence,1993,139,PG,32000000,30000000,USA,Martin Scorsese,Richard E. Grant,17000,2000,5000,10000,18133.5,3,7.2,1
The Fountain,2006,96,PG-13,10139254,35000000,USA,Darren Aronofsky,Hugh Jackman,100,10000,12320,5750,95495,0,7.3,0
Chill Factor,1999,102,R,11227940,34000000,USA,Hugh Johnson,David Paymer,100,1000,2500,2500,4183.5,0,5.2,0
Stolen,2012,96,R,183125,35000000,USA,Simon West,Nicolas Cage,100,6000,7489,2500,18457,1,5.5,0
Ponyo,2008,101,G,15081783,34000000,Japan,Hayao Miyazaki,Rumi Hiiragi,5800,1000,2500,2500,42794.5,0,7.7,0
The Longest Ride,2015,128,PG-13,37432299,34000000,USA,George Tillman Jr.,Tiago Riani,300,2000,5000,23000,25020.5,0,7.1,1
The Astronaut's Wife,1999,109,R,10654581,34000000,USA,Rand Ravich,Johnny Depp,100,20000,26310.5,250,22748.5,0,5.3,0
I Dreamed of Africa,2000,114,PG-13,6543194,34000000,USA,Hugh Hudson,Liam Aiken,100,1000,2500,2500,1870,1,5.6,0
Playing for Keeps,2012,105,PG-13,13101142,35000000,USA,Gabriele Muccino,Gerard Butler,100,9000,11561,2500,11958,5,5.7,0
Mandela: Long Walk to Freedom,2013,141,PG-13,8324748,35000000,UK,Justin Chadwick,Terry Pheto,100,1000,2500,3250,10611.5,1,7.1,0
A Few Good Men,1992,138,R,141340178,40000000,USA,Rob Reiner,Tom Cruise,300,10000,14619,10000,90939.5,0,7.6,1
Exit Wounds,2001,101,R,51758599,33000000,USA,Andrzej Bartkowiak,Michael Jai White,300,2000,5942,742,13790,0,5.5,1
Big Momma's House,2000,99,PG-13,117559438,30000000,USA,Raja Gosnell,Nia Long,300,2000,5000,1000,33470.5,1,5.1,1
The Darkest Hour,2011,89,PG-13,21426805,30000000,USA,Chris Gorak,Max Minghella,100,1000,2500,2500,24656,0,4.9,0
Step Up Revolution,2012,99,PG-13,35057332,33000000,USA,Scott Speer,Ryan Guzman,300,3000,5000,19000,22697,0,6.5,1
Snakes on a Plane,2006,105,R,34014398,33000000,Germany,David R. Ellis,Lin Shaye,100,1000,2500,1000,57824.5,0,5.6,0
The Watcher,2000,97,R,28927720,33000000,USA,Joe Charbanic,Keanu Reeves,100,9000,9344,2500,11110,0,5.3,0
The Punisher,2004,140,R,33682273,33000000,USA,Jonathan Hensleigh,Laura Harring,100,1000,2500,1000,62121,1,6.5,0
Goal! The Dream Begins,2005,118,PG-13,4280577,10000000,USA,Danny Cannon,Sean Pertwee,100,1000,2500,2500,25459.5,0,6.8,0
Safe,2012,94,R,17120019,30000000,USA,Boaz Yakin,Jason Statham,100,13000,13879.5,3000,41548.5,2,6.5,0
Pushing Tin,1999,124,R,8406264,38000000,USA,Mike Newell,Angelina Jolie Pitt,100,5500,6546.5,195.75,12413,3,6,0
Star Wars: Episode VI - Return of the Jedi,1983,134,PG,309125409,32500000,USA,Richard Marquand,Harrison Ford,300,11000,13649,14000,340928.5,0,8.4,1
Doomsday,2008,113,R,10955425,30000000,UK,Neil Marshall,Ryan Kruger,100,1000,2500,2500,31385,1,6,0
The Reader,2008,124,R,34180954,32000000,USA,Stephen Daldry,Kate Winslet,335,14000,14504,15000,94906,0,7.6,1
Elf,2003,97,PG,173381405,33000000,USA,Jon Favreau,Peter Dinklage,4000,22000,43354,21000,73798.5,1,6.9,1
Phenomenon,1996,123,PG,104632573,32000000,USA,Jon Turteltaub,Robert Duvall,300,3000,5975,10000,31919.5,1,6.4,1
Snow Dogs,2002,99,PG,81150692,35000000,Canada,Brian Levant,James Coburn,300,2000,5000,10000,10109.5,1,5.1,1
Scrooged,1988,101,PG-13,60328558,32000000,USA,Richard Donner,Bill Murray,503,13000,18734,11000,30698,1,7,1
Nacho Libre,2006,92,PG,80197993,32000000,Germany,Jared Hess,Ana de la Reguera,300,2000,5000,10000,32775.5,1,5.7,1
Bridesmaids,2011,131,R,169076745,32500000,USA,Paul Feig,Matt Lucas,300,2000,5000,27000,109355.5,6,6.8,1
This Is the End,2013,107,R,101470202,32000000,USA,Evan Goldberg,Channing Tatum,300,17000,38751,97000,155270,6,6.7,1
Stigmata,1999,103,R,50041732,29000000,USA,Rupert Wainwright,Nia Long,300,2000,5000,10000,27195,0,6.2,1
Men of Honor,2000,129,R,48814909,32000000,USA,George Tillman Jr.,Robert De Niro,300,22000,36069,10000,44712,0,7.2,1
Takers,2010,107,PG-13,57744720,20000000,USA,John Luessenhop,Paul Walker,300,23000,31529,10000,23480.5,5,6.2,1
The Big Wedding,2013,89,R,21784432,35000000,USA,Justin Zackham,Robin Williams,100,24500,37090.5,2500,18746.5,8,5.6,0
"Big Mommas: Like Father, Like Son",2011,113,PG-13,37911876,32000000,USA,John Whitesell,Brandon T. Jackson,300,2000,5000,10000,9835.5,2,4.4,1
Source Code,2011,93,PG-13,54696902,32000000,USA,Duncan Jones,Jake Gyllenhaal,300,15000,16034,56000,189731,3,7.5,1
Alive,1993,120,R,36733909,32000000,USA,Frank Marshall,Illeana Douglas,300,2000,5000,10000,19474.5,3,7.1,1
The Number 23,2007,98,R,35063732,32000000,USA,Joel Schumacher,Logan Lerman,541,8000,10938,10000,82304,1,6.4,1
Dreamer: Inspired by a True Story,2005,98,PG,32701088,32000000,USA,John Gatins,Ken Howard,100,1000,2500,2500,5009,1,6.9,0
A History of Violence,2005,96,R,31493782,32000000,USA,David Cronenberg,Viggo Mortensen,100,5000,6377,2500,93303,1,7.5,0
Transporter 2,2005,87,PG-13,43095600,32000000,France,Louis Leterrier,Jason Statham,300,26000,29050,10000,78133.5,1,6.3,1
The Quick and the Dead,1995,107,R,18636537,32000000,Japan,Sam Raimi,Leonardo DiCaprio,100,14500,14871.5,2500,34598.5,0,6.4,0
Laws of Attraction,2004,90,PG-13,17848322,28000000,Ireland,Peter Howitt,Frances Fisher,100,1000,2500,175.5,9385.5,1,5.9,0
Bringing Out the Dead,1999,121,R,16640210,55000000,USA,Martin Scorsese,Nicolas Cage,16800,6000,6520,2500,26514,0,6.8,0
Repo Men,2010,119,R,13763130,32000000,USA,Miguel Sapochnik,Alice Braga,100,1000,2500,3000,43884,0,6.3,0
Dragon Wars: D-War,2007,107,PG-13,10956379,35000000,South Korea,Hyung-rae Shim,Robert Forster,100,1000,2500,2500,10753,0,3.6,0
Bogus,1996,110,PG,4357000,30000000,USA,Norman Jewison,Haley Joel Osment,100,1500,2500,2500,2588,3,5.3,0
The Incredible Burt Wonderstone,2013,100,PG-13,22525921,30000000,USA,Don Scardino,Steve Buscemi,100,6000,16047,3250,30298,4,5.9,0
Cats Don't Dance,1997,75,G,3562749,32000000,USA,Mark Dindal,George Kennedy,100,1500,3697,160.75,2800,0,6.9,0
Cradle Will Rock,1999,132,R,2899970,32000000,USA,Tim Robbins,Bill Murray,100,6500,8439,156.25,4019.5,2,6.9,0
The Good German,2006,105,R,1304837,32000000,USA,Steven Soderbergh,Tony Curran,100,1000,2500,139.75,10740.5,2,6.1,0
Apocalypse Now,1979,289,R,78800000,31500000,USA,Francis Ford Coppola,Harrison Ford,300,11000,25313,19000,225338,1,8.5,1
Going the Distance,2010,102,R,17797316,32000000,USA,Nanette Burstein,Rob Riggle,100,1000,2500,2500,25261.5,0,6.3,0
Mr. Holland's Opus,1995,143,PG,82528097,6500000,USA,Stephen Herek,Alicia Witt,300,2000,5000,10000,15115,1,7.3,1
Criminal,2016,113,R,14268533,31500000,UK,Ariel Vromen,Gary Oldman,100,5000,5455,2500,8659.5,2,6.3,0
Out of Africa,1985,161,PG,87100000,31000000,USA,Sydney Pollack,Meryl Streep,521,11000,12518,10000,26169.5,0,7.2,1
Flight,2012,138,R,93749203,31000000,USA,Robert Zemeckis,Denzel Washington,300,18000,20952,64000,132023.5,0,7.3,1
Moonraker,1979,126,PG,62700000,34000000,UK,Lewis Gilbert,Desmond Llewelyn,300,2000,5000,10000,34767,2,6.3,1
The Grand Budapest Hotel,2014,99,R,59073773,25000000,USA,Wes Anderson,Bill Murray,300,13000,15082,149000,237759,0,8.1,1
Hearts in Atlantis,2001,101,PG-13,24185781,31000000,USA,Scott Hicks,Anthony Hopkins,100,6000,6905.5,2500,15169.5,1,6.9,0
Arachnophobia,1990,103,PG-13,53133888,31000000,USA,Frank Marshall,Julian Sands,300,2000,5000,10000,25194.5,0,6.3,1
Frequency,2000,118,PG-13,44983704,31000000,USA,Gregory Hoblit,Dennis Quaid,300,2000,5000,10000,40933,0,7.3,1
Ghostbusters,2016,116,PG-13,118099659,144000000,USA,Paul Feig,Ed Begley Jr.,100,1000,2500,15500,34895,4,5.5,0
Vacation,2015,99,R,58879132,31000000,USA,John Francis Daley,Chris Hemsworth,300,26000,40312,28000,33061.5,4,6.1,1
Get Shorty,1995,105,R,72077000,30250000,USA,Barry Sonnenfeld,Delroy Lindo,300,2000,5000,10000,31493,4,6.9,1
The Addams Family,1991,99,PG-13,113502246,38000000,USA,Barry Sonnenfeld,Anjelica Huston,300,2000,5000,5000,48303.5,0,6.8,1
Ace Ventura: When Nature Calls,1995,90,PG-13,108360000,30000000,USA,Steve Oedekerk,Bruce Spence,300,2000,5000,10000,80160.5,0,6.3,1
The Princess Diaries,2001,111,G,108244774,37000000,USA,Garry Marshall,Anne Hathaway,300,11000,13645,10000,47024.5,2,6.2,1
The First Wives Club,1996,103,PG,105444419,26000000,USA,Hugh Wilson,Stockard Channing,300,2000,5000,10000,15908.5,3,6.2,1
Se7en,1995,127,R,100125340,33000000,USA,David Fincher,Morgan Freeman,21000,11000,22678,39000,511755.5,0,8.6,1
District 9,2009,112,R,115646235,30000000,South Africa,Neill Blomkamp,Sharlto Copley,662,2000,5000,22000,265868.5,0,8,1
The SpongeBob SquarePants Movie,2004,87,PG,85416609,30000000,USA,Stephen Hillenburg,Scarlett Johansson,300,19000,20097,10000,29453,0,7,1
Mystic River,2003,138,R,90135191,25000000,USA,Clint Eastwood,John Doman,16000,2000,5000,12000,169207.5,0,8,1
Million Dollar Baby,2004,132,PG-13,100422786,30000000,USA,Clint Eastwood,Clint Eastwood,16000,16000,28830,14000,241032,1,8.1,1
Analyze This,1999,103,R,106694016,30000000,USA,Harold Ramis,Robert De Niro,11000,22000,24333,10000,61970,2,6.7,1
27 Dresses,2008,111,PG-13,76806312,30000000,USA,Anne Fletcher,Judy Greer,300,2000,5000,10000,62250.5,1,6.1,1
Hannah Montana: The Movie,2009,102,G,79566871,30000000,USA,Peter Chelsom,Emily Osment,300,2000,5000,10000,15880,2,4.2,1
Rugrats in Paris: The Movie,2000,78,G,76501438,30000000,Germany,Stig Bergqvist,Elizabeth Daily,300,2000,5000,10000,4073,0,6.1,1
The Prince of Tides,1991,132,R,74787599,30000000,USA,Barbra Streisand,George Carlin,300,2000,5000,883,6274.5,1,6.6,1
Legends of the Fall,1994,133,R,66528842,30000000,USA,Edward Zwick,Anthony Hopkins,380,12000,26388,11000,56087.5,2,7.5,1
Up in the Air,2009,108,R,83813460,25000000,USA,Jason Reitman,J.K. Simmons,655,24000,35209,19000,135119,0,7.4,1
About Schmidt,2002,125,R,65010106,30000000,USA,Alexander Payne,Hope Davis,729,2000,5000,10000,53778.5,1,7.2,1
Warm Bodies,2013,98,PG-13,66359959,35000000,USA,Jonathan Levine,Cory Hardrict,300,2000,5000,81000,92320.5,0,6.9,1
Looper,2012,119,R,66468315,30000000,USA,Rian Johnson,Joseph Gordon-Levitt,300,23000,37387,75000,214458,0,7.4,1
Down to Earth,2001,87,PG-13,64172251,30000000,USA,Chris Weitz,Chazz Palminteri,300,2000,5000,602,9539.5,1,5.4,1
Babe,1995,91,G,66600000,30000000,Australia,Chris Noonan,Miriam Margolyes,300,2000,5000,5000,47217.5,0,6.8,1
Hope Springs,2012,100,PG-13,63536011,30000000,USA,David Frankel,Meryl Streep,300,11000,19420,10000,17129,2,6.3,1
Forgetting Sarah Marshall,2008,118,R,62877175,30000000,USA,Nicholas Stoller,Mila Kunis,300,15000,16758,10000,108753.5,1,7.2,1
Four Brothers,2005,109,R,74484168,45000000,USA,John Singleton,Josh Charles,309,2000,5000,10000,54947,3,6.9,1
Baby Mama,2008,99,PG-13,60269340,30000000,USA,Michael McCullers,Tina Fey,300,2000,6930,10000,17039.5,2,6,1
Hope Floats,1998,114,PG-13,60033780,30000000,USA,Forest Whitaker,Bill Cobbs,300,2000,5000,10000,9486.5,1,5.9,1
Bride Wars,2009,89,PG,58715510,30000000,USA,Gary Winick,Anne Hathaway,300,11000,13794,10000,39547,2,5.4,1
Without a Paddle,2004,95,PG-13,58156435,19000000,USA,Steven Brill,Antony Starr,300,2000,5000,10000,18739.5,3,5.9,1
13 Going on 30,2004,98,PG-13,56044241,37000000,USA,Gary Winick,Jennifer Garner,300,3000,6742,10000,61093.5,1,6.1,1
Midnight in Paris,2011,94,PG-13,56816662,17000000,Spain,Woody Allen,Kurt Fuller,11000,2000,5000,78000,150574.5,1,7.7,1
The Nut Job,2014,85,PG,64238770,42000000,Canada,Peter Lepeniotis,Liam Neeson,300,14000,18795,10000,9773.5,0,5.8,1
Blow,2001,124,R,52937130,30000000,USA,Ted Demme,Johnny Depp,300,40000,43453,13000,99033,1,7.6,1
Message in a Bottle,1999,131,PG-13,52799004,55000000,USA,Luis Mandoki,Robin Wright,100,9000,9907.5,2500,14471,0,6.1,0
Star Trek V: The Final Frontier,1989,107,PG,55210049,27800000,USA,William Shatner,Leonard Nimoy,300,12000,14710,10000,21871.5,1,5.4,1
Like Mike,2002,99,PG,51432423,30000000,USA,John Schultz,Brenda Song,300,2000,5000,1000,7537,7,5.1,1
Naked Gun 33 1/3: The Final Insult,1994,83,PG-13,51109400,30000000,USA,Peter Segal,George Kennedy,300,3000,5000,1000,38425,5,6.4,1
A View to a Kill,1985,131,PG,50300000,30000000,UK,John Glen,Patrick Macnee,300,2000,5000,10000,34282.5,2,6.3,1
The Curse of the Were-Rabbit,2005,85,G,56068547,30000000,UK,Steve Box,Mark Gatiss,300,2000,5000,10000,49080,0,7.5,1
P.S. I Love You,2007,126,PG-13,53680848,30000000,USA,Richard LaGravenese,Gerard Butler,300,18000,18726,20000,83983.5,1,7.1,1
Atonement,2007,123,R,50921738,30000000,UK,Joe Wright,Benedict Cumberbatch,456,19000,20499,12000,96465,1,7.8,1
Letters to Juliet,2010,105,PG,53021560,30000000,USA,Gary Winick,Vanessa Redgrave,300,2000,5000,13000,37315,1,6.5,1
Black Rain,1989,125,R,45645204,30000000,USA,Ridley Scott,Stephen Root,300,2000,5000,10000,19653,2,6.6,1
Corpse Bride,2005,77,PG,53337608,40000000,USA,Tim Burton,Johnny Depp,13000,40000,60683,10000,94392.5,1,7.4,1
Sicario,2015,121,R,46875468,30000000,USA,Denis Villeneuve,Edgar Arreola,777,2000,5000,59000,98108.5,2,7.6,1
Southpaw,2015,124,R,52418902,30000000,USA,Antoine Fuqua,Jake Gyllenhaal,845,15000,16881,44000,73564,0,7.5,1
Drag Me to Hell,2009,99,PG-13,42057340,30000000,USA,Sam Raimi,Bojana Novakovic,300,2000,5642,11000,79177,0,6.6,1
The Age of Adaline,2015,112,PG-13,42478175,25000000,USA,Lee Toland Krieger,Harrison Ford,300,11000,15327,34000,46883.5,1,7.2,1
Secondhand Lions,2003,111,PG,41407470,30000000,USA,Tim McCanlies,Haley Joel Osment,300,3000,9638,10000,21689,1,7.6,1
Step Up 3D,2010,107,PG-13,42385520,30000000,USA,Jon M. Chu,Alyson Stoner,300,2000,5000,16000,23648.5,0,6.2,1
Blue Crush,2002,104,PG-13,40118420,30000000,USA,John Stockwell,Faizon Love,300,2000,5000,10000,13033,3,5.6,1
Stranger Than Fiction,2006,113,PG-13,40137776,38000000,USA,Marc Forster,Will Ferrell,395,8000,8362,13000,93488.5,1,7.6,1
30 Days of Night,2007,113,R,39568996,32000000,USA,David Slade,Danny Huston,300,2000,5000,10000,69217.5,0,6.6,1
The Cabin in the Woods,2012,95,R,42043633,30000000,USA,Drew Goddard,Chris Hemsworth,300,26000,29551,66000,138586,0,7,1
Meet the Spartans,2008,86,PG-13,38232624,30000000,USA,Jason Friedberg,Carmen Electra,300,2000,5000,10000,44259,0,2.7,1
Midnight Run,1988,126,R,38413606,30000000,USA,Martin Brest,Robert De Niro,300,22000,23866,10000,27021,1,7.6,1
The Running Man,1987,101,R,38122105,27000000,USA,Paul Michael Glaser,Yaphet Kotto,343,2000,5000,10000,56334.5,1,6.6,1
Little Shop of Horrors,1986,102,PG-13,38747385,25000000,USA,Frank Oz,Bill Murray,300,13000,15308,10000,24674.5,2,6.9,1
Hanna,2011,111,PG-13,40247512,30000000,USA,Joe Wright,Jessica Barden,456,2000,5000,38000,79599,0,6.8,1
Mortal Kombat: Annihilation,1997,95,PG-13,35927406,30000000,USA,John R. Leonetti,Brian Thompson,300,2000,5000,1000,18181.5,0,3.7,1
Larry Crowne,2011,98,PG-13,35565975,30000000,USA,Tom Hanks,Tom Hanks,15000,15000,16827,10000,24602.5,0,6.1,1
Carrie,2013,100,R,35266619,30000000,USA,Kimberly Peirce,Chloδ Grace Moretz,300,17000,20051,39000,54121,1,5.9,1
Take the Lead,2006,118,PG-13,34703228,30000000,USA,Liz Friedlander,Alfre Woodard,300,2000,5000,10000,10883.5,0,6.7,1
Gridiron Gang,2006,125,PG-13,38432823,30000000,USA,Phil Joanou,Dwayne Johnson,300,12000,15811,10000,16533.5,1,6.9,1
What's the Worst That Could Happen?,2001,94,PG-13,32095318,45000000,USA,Sam Weisman,Bernie Mac,100,1000,2500,2500,6233,0,5.5,0
9,2009,79,PG-13,31743332,30000000,USA,Shane Acker,Martin Landau,300,2000,5000,13000,55558.5,0,7.1,1
Side Effects,2013,106,R,32154410,30000000,USA,Steven Soderbergh,Channing Tatum,300,17000,18469,29000,74163.5,0,7.1,1
Winnie the Pooh,2011,63,G,26687172,30000000,USA,Stephen J. Anderson,Craig Ferguson,100,1000,2500,2500,7800,0,7.3,0
Dumb and Dumberer: When Harry Met Lloyd,2003,85,PG-13,26096584,19000000,USA,Troy Miller,Elden Henson,300,2000,5000,1000,15325.5,0,3.4,1
Bulworth,1998,108,R,26525834,30000000,USA,Warren Beatty,Warren Beatty,431,1000,2500,2500,10999,1,6.8,0
Get on Up,2014,139,PG-13,30513940,30000000,USA,Tate Taylor,Tika Sumpter,100,1000,2500,2750,7921.5,0,6.9,0
One True Thing,1998,127,R,23209440,30000000,USA,Carl Franklin,Meryl Streep,100,5500,6392.5,148,4641.5,3,7,0
Virtuosity,1995,106,R,24048000,30000000,USA,Brett Leonard,Denzel Washington,100,9000,10386,2500,11789.5,1,5.5,0
My Super Ex-Girlfriend,2006,95,PG-13,22526144,30000000,USA,Ivan Reitman,Rainn Wilson,225,1000,2500,250,26942,1,5.1,0
Deliver Us from Evil,2014,118,R,30523568,30000000,USA,Scott Derrickson,Olivia Munn,101,1000,2848.5,4500,27223.5,0,6.2,0
Sanctum,2011,108,R,23070045,30000000,USA,Alister Grierson,Ioan Gruffudd,100,1000,2500,2750,23501.5,0,5.9,0
Little Black Book,2004,105,PG-13,20422207,35000000,USA,Nick Hurran,Holly Hunter,100,1000,2500,2500,7526,1,5.2,0
The Five-Year Engagement,2012,131,R,28644770,30000000,USA,Nicholas Stoller,Alison Brie,100,1000,2500,2750,39487,2,6.2,0
Mr 3000,2004,104,PG-13,21800302,30000000,USA,Charles Stone III,Bernie Mac,100,1000,2500,2500,6082,1,5.5,0
The Next Three Days,2010,133,PG-13,21129348,35000000,USA,Paul Haggis,Olivia Wilde,349,5000,5899.5,6750,73182,0,7.4,0
Ultraviolet,2006,94,PG-13,18500966,30000000,USA,Kurt Wimmer,Milla Jovovich,100,7000,7635.5,2500,35170.5,1,4.4,0
Assault on Precinct 13,2005,109,R,19976073,20000000,USA,Jean-Franτois Richet,Brian Dennehy,100,1000,2500,249.75,32989.5,1,6.3,0
The Replacement Killers,1998,96,R,18967571,30000000,USA,Antoine Fuqua,Mira Sorvino,645,1000,2500,157.25,11672.5,2,6.1,0
Fled,1996,105,R,17100000,25000000,USA,Kevin Hooks,Salma Hayek,100,2000,3076,2500,3536.5,1,5.3,0
